what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1350397579351
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1350397580275
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1350397582800
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350397599035
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350397599190
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1350397601347
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350397604749
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350397606330
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350397630311
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350397636786
opened,editor,com.android.ide.eclipse.adt,20.0.3.v201208082019-427395,"com.android.ide.eclipse.editors.CommonXmlEditor",1350397651451
activated,editor,com.android.ide.eclipse.adt,20.0.3.v201208082019-427395,"com.android.ide.eclipse.editors.CommonXmlEditor",1350397651534
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1350397658968
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1350397660915
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1350397662642
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1350397663853
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350397667629
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350397669477
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350397690216
