what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1350400272043
started,bundle,org.eclipse.wst.common.frameworks.ui,1.2.100.v201105122000,"org.eclipse.wst.common.frameworks.ui",1350400272155
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1350400272177
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1350400272400
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350400274030
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350400282240
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1350400282284
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1350400286036
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.delete.line",1350400287816
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1350400289639
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui",1350400289778
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1350400289889
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1350400291186
started,bundle,org.eclipse.wst.common.uriresolver,1.1.401.v201004280700,"org.eclipse.wst.common.uriresolver",1350400292247
started,bundle,org.eclipse.jdt.junit.core,3.7.0.v20110928-1453,"org.eclipse.jdt.junit.core",1350400296693
started,bundle,org.eclipse.wst.server.core,1.1.304.v20120208_1420,"org.eclipse.wst.server.core",1350400296756
started,bundle,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui",1350400296782
started,bundle,org.eclipse.wst.common.frameworks,1.2.102.v201201190400,"org.eclipse.wst.common.frameworks",1350400296872
started,bundle,org.eclipse.emf.common,2.7.0.v20120127-1122,"org.eclipse.emf.common",1350400296901
started,bundle,org.eclipse.emf.ecore,2.7.0.v20120127-1122,"org.eclipse.emf.ecore",1350400297041
started,bundle,org.eclipse.wst.common.emf,1.2.100.v201101101900,"org.eclipse.wst.common.emf",1350400297053
started,bundle,org.eclipse.jem.util,2.1.100.v201103021400,"org.eclipse.jem.util",1350400297078
started,bundle,org.eclipse.emf.ecore.xmi,2.7.0.v20120127-1122,"org.eclipse.emf.ecore.xmi",1350400297091
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.101.v201107140600,"org.eclipse.wst.common.emfworkbench.integration",1350400297091
started,bundle,org.eclipse.wst.common.modulecore,1.2.103.v201201190400,"org.eclipse.wst.common.modulecore",1350400297183
started,bundle,com.android.ide.eclipse.ddms,20.0.3.v201208082019-427395,"com.android.ide.eclipse.ddms",1350400297789
started,bundle,com.android.ide.eclipse.traceview,20.0.3.v201208082019-427395,"com.android.ide.eclipse.traceview",1350400298538
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350400302064
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350400303846
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350400330883
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350400335687
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1350400335709
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350400336680
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350400341406
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350400344704
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350400346048
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350400353368
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350400355312
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350400374254
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350400388230
opened,view,com.android.ide.eclipse.ddms,20.0.3.v201208082019-427395,"com.android.ide.eclipse.ddms.views.LogCatView",1350400390411
activated,view,com.android.ide.eclipse.ddms,20.0.3.v201208082019-427395,"com.android.ide.eclipse.ddms.views.LogCatView",1350400390430
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350400392747
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350400600975
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1350400601003
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350400601780
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350400602923
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350400604292
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350400709600
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350400714859
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350400716405
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1350400716412
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350400718614
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350400725666
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1350400725675
started,bundle,org.eclipse.pde.core,3.7.1.v20120103_r372,"org.eclipse.pde.core",1350400729214
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350400730362
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350400732188
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1350400732198
started,bundle,org.eclipse.wst.sse.ui,1.3.2.v201201041522,"org.eclipse.wst.sse.ui",1350400733473
started,bundle,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui",1350400733610
started,bundle,org.eclipse.wst.xsl.core,1.1.100.v201102270516,"org.eclipse.wst.xsl.core",1350400733837
started,bundle,org.eclipse.wst.xsl.exslt.core,1.0.0.v201005240426,"org.eclipse.wst.xsl.exslt.core",1350400733864
started,bundle,org.eclipse.wst.validation,1.2.303.v201202090300,"org.eclipse.wst.validation",1350400733903
started,bundle,org.eclipse.wst.dtd.ui,1.0.600.v201103171359,"org.eclipse.wst.dtd.ui",1350400734148
started,bundle,org.eclipse.wst.xsl.ui,1.1.200.v201103082057,"org.eclipse.wst.xsl.ui",1350400734249
opened,editor,com.android.ide.eclipse.adt,20.0.3.v201208082019-427395,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1350400734305
activated,editor,com.android.ide.eclipse.adt,20.0.3.v201208082019-427395,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1350400734437
started,bundle,org.eclipse.jst.j2ee.core,1.2.102.v201202090300,"org.eclipse.jst.j2ee.core",1350400735758
started,bundle,org.eclipse.jem,2.0.501.v201111030500,"org.eclipse.jem",1350400735785
started,bundle,org.eclipse.jst.j2ee,1.1.503.v201202090300,"org.eclipse.jst.j2ee",1350400735898
started,bundle,org.eclipse.jem.workbench,2.0.400.v201104251400,"org.eclipse.jem.workbench",1350400735950
started,bundle,org.eclipse.wst.internet.cache,1.0.400.v201004280700,"org.eclipse.wst.internet.cache",1350400736024
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1350400739203
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1350400741652
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1350400743604
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350400882102
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350400993705
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1350400997299
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350400998243
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350401002685
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1350401002694
activated,editor,com.android.ide.eclipse.adt,20.0.3.v201208082019-427395,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1350401008023
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1350401011043
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.200.v20110815-1419,"org.eclipse.equinox.p2.garbagecollector",1350401025730
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1350401033372
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1350401035018
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1350401045130
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1350401051878
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1350401052035
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1350401052339
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1350401053732
