what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.wst.common.modulecore,1.2.103.v201201190400,"org.eclipse.wst.common.modulecore",1350502147427
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350502147539
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350502149049
started,bundle,com.android.ide.eclipse.ddms,20.0.3.v201208082019-427395,"com.android.ide.eclipse.ddms",1350502149279
started,bundle,com.android.ide.eclipse.traceview,20.0.3.v201208082019-427395,"com.android.ide.eclipse.traceview",1350502149527
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350502149542
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350502150872
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350502179262
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350502259876
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350502263770
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350502264862
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350502270134
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350502280038
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1350502280088
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350502284146
error,log,,,"",1350502295964
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350502296011
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1350502296022
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1350502296022
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350502309226
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350502325848
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1350502325888
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350502331084
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350502341555
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1350502341608
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1350502351992
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1350502367646
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350502371876
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350502501972
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1350502504450
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1350502504550
started,bundle,org.eclipse.wst.sse.ui,1.3.2.v201201041522,"org.eclipse.wst.sse.ui",1350502512170
started,bundle,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui",1350502512170
started,bundle,org.eclipse.wst.xsl.core,1.1.100.v201102270516,"org.eclipse.wst.xsl.core",1350502512452
started,bundle,org.eclipse.wst.xsl.exslt.core,1.0.0.v201005240426,"org.eclipse.wst.xsl.exslt.core",1350502512452
started,bundle,org.eclipse.wst.validation,1.2.303.v201202090300,"org.eclipse.wst.validation",1350502512594
started,bundle,org.eclipse.wst.dtd.ui,1.0.600.v201103171359,"org.eclipse.wst.dtd.ui",1350502512666
started,bundle,org.eclipse.wst.xsl.ui,1.1.200.v201103082057,"org.eclipse.wst.xsl.ui",1350502512707
opened,editor,com.android.ide.eclipse.adt,20.0.3.v201208082019-427395,"com.android.ide.eclipse.editors.CommonXmlEditor",1350502513078
activated,editor,com.android.ide.eclipse.adt,20.0.3.v201208082019-427395,"com.android.ide.eclipse.editors.CommonXmlEditor",1350502513240
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1350502513892
closed,editor,com.android.ide.eclipse.adt,20.0.3.v201208082019-427395,"com.android.ide.eclipse.editors.CommonXmlEditor",1350502513892
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1350502514784
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1350502514834
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1350502516057
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1350502516057
